user,tech,id,rho,angle,w,a,we,ae,mt,error
ali,eye,4.0,0.3,200.83535246092245,61.24420998886467,254.4916024335192,5.621351470338542,261.37088064321114,1.1514220237731934,0
ali,eye,4.0,0.3,144.16742242987357,61.24420998886444,243.74603464944443,14.773345635310328,229.31198194966728,0.8852169513702393,0
ali,eye,4.0,0.3,232.3608358062241,61.24420998886467,231.4871699525437,35.39766608006992,252.93390010537007,0.8870849609375,0
ali,eye,4.0,0.3,109.41000060152122,61.24420998886444,221.67131882688324,38.46772644686832,298.6842131822658,0.7802140712738037,0
ali,eye,4.0,0.3,270.0,61.24420998886467,217.89899599350963,2.949497996754758,330.0,0.8341319561004639,0
ali,eye,4.0,0.3,307.6391641937759,61.24420998886467,231.4871699525438,44.86469332491719,377.4720684961436,0.856673002243042,0
ali,eye,4.0,0.3,35.832577570126425,61.24420998886444,243.74603464944465,47.38492543790748,378.3290243520308,0.9484729766845703,0
ali,eye,4.0,0.3,339.1646475390776,61.24420998886467,254.49160243351915,48.4554725677207,366.1823716818285,0.7327380180358887,0
ali,eye,4.0,0.3,6.832337772615822,61.24420998886444,260.66844915682987,20.934815487577005,340.678845137703,0.9887440204620361,0
ali,eye,4.0,0.3,173.16766222738408,61.244209988864895,260.66844915683004,11.531707390362294,310.5252770669283,0.9797489643096924,0
ali,eye,4.0,0.3,200.83535246092245,61.24420998886467,254.4916024335192,0.36939681939113606,259.9064954421258,1.0386722087860107,0
ali,eye,4.0,0.3,144.16742242987357,61.24420998886444,243.74603464944443,27.565973289553494,246.38357739952127,0.7465589046478271,0
ali,eye,4.0,0.3,232.3608358062241,61.24420998886467,231.4871699525437,26.009253971593637,249.67255550924102,0.9676480293273926,0
ali,eye,4.0,0.3,109.41000060152122,61.24420998886444,221.67131882688324,25.380496414992248,276.3900370134026,0.85201096534729,0
ali,eye,4.0,0.3,270.0,61.24420998886467,217.89899599350963,11.050502003245242,334.0,0.7663109302520752,0
ali,eye,5.0,0.2,307.6391641937759,29.63429515590201,231.4871699525438,43.8043043135016,378.59958666112544,1.1869478225708008,0
ali,eye,5.0,0.2,35.832577570126425,29.634295155902237,243.74603464944465,47.78930756091079,384.4567335187666,1.0845489501953125,0
ali,eye,5.0,0.2,339.1646475390776,29.634295155902237,254.49160243351915,48.67121808859825,368.373111228205,0.8352341651916504,0
ali,eye,5.0,0.2,6.832337772615822,29.63429515590269,260.66844915682987,27.564809417523715,338.7388176512737,1.101438045501709,0
ali,eye,5.0,0.2,173.16766222738408,29.634295155902237,260.66844915683004,11.92978401428994,306.8282091460959,1.1506788730621338,0
ali,eye,5.0,0.2,200.83535246092245,29.634295155902237,254.4916024335192,13.691349462120243,274.8110538219606,1.1167690753936768,0
ali,eye,5.0,0.2,144.16742242987357,29.634295155902237,243.74603464944443,21.665543315463438,254.89527041492067,1.2178549766540527,0
ali,eye,5.0,0.2,232.3608358062241,29.634295155902237,231.4871699525437,34.47153537578688,254.04121662054916,1.2525908946990967,0
ali,eye,5.0,0.2,109.41000060152122,29.634295155902237,221.67131882688324,29.153155083147755,291.42685907265786,0.88419508934021,0
ali,eye,5.0,0.2,270.0,29.63429515590201,217.89899599350963,0.05050200324524212,327.0,1.183250904083252,0
ali,eye,3.0,0.6,307.6391641937759,131.23759283328127,231.4871699525438,42.35481782633313,360.52730403795437,0.707190990447998,0
ali,eye,3.0,0.6,35.832577570126425,131.23759283328127,243.74603464944465,54.906817590476734,375.5367246938981,0.7677309513092041,0
ali,eye,3.0,0.6,339.1646475390776,131.2375928332815,254.49160243351915,39.415948466911225,366.2315155657511,0.6175858974456787,0
ali,eye,3.0,0.6,6.832337772615822,131.23759283328172,260.66844915682987,75.66319861501142,299.17843853402474,0.76723313331604,0
ali,eye,3.0,0.6,173.16766222738408,131.2375928332815,260.66844915683004,16.42959910924637,283.99612919860556,0.7009718418121338,0
ali,eye,3.0,0.6,200.83535246092245,131.2375928332815,254.4916024335192,14.54265503512764,299.43234676397344,0.7691190242767334,0
ali,eye,3.0,0.6,144.16742242987357,131.23759283328172,243.74603464944443,34.50244670229599,264.0405915892021,0.665687084197998,0
ali,eye,3.0,0.6,232.3608358062241,131.2375928332815,231.4871699525437,27.70705542322444,255.89347802911527,0.796576976776123,0
ali,eye,3.0,0.6,109.41000060152122,131.23759283328127,221.67131882688324,36.02437081925365,291.03127061922123,0.6072690486907959,0
ali,eye,3.0,0.6,270.0,131.23759283328127,217.89899599350963,5.050502003245242,334.0,0.777397871017456,0
ali,eye,3.0,0.6,307.6391641937759,131.23759283328127,231.4871699525438,48.14623957084901,401.3357728638306,0.739483118057251,0
ali,eye,3.0,0.6,35.832577570126425,131.23759283328127,243.74603464944465,48.06086248614597,377.0233928313762,0.7870678901672363,0
ali,eye,3.0,0.6,339.1646475390776,131.2375928332815,254.49160243351915,56.56039027704532,356.34068589193424,0.6314980983734131,0
ali,eye,3.0,0.6,6.832337772615822,131.23759283328172,260.66844915682987,27.212502352537165,322.1660802716717,0.7841708660125732,0
ali,eye,3.0,0.6,173.16766222738408,131.2375928332815,260.66844915683004,3.8376279689208594,316.28592292820935,0.6507530212402344,0
ali,eye,3.0,0.6,200.83535246092245,131.2375928332815,254.4916024335192,22.019506167006387,297.73722909264256,0.7192330360412598,0
ali,eye,3.0,0.6,144.16742242987357,131.23759283328172,243.74603464944443,26.62241500254574,262.6464086033686,0.7017409801483154,0
ali,eye,3.0,0.6,232.3608358062241,131.2375928332815,231.4871699525437,23.606910926181353,239.1905043312303,0.8500311374664307,0
ali,eye,3.0,0.6,109.41000060152122,131.23759283328127,221.67131882688324,34.48926740518052,273.94668138578794,0.5843048095703125,0
ali,eye,3.0,0.6,270.0,131.23759283328127,217.89899599350963,21.050502003245242,360.0,0.731208086013794,0
ali,eye,6.0,0.1,307.6391641937759,14.581954759253449,231.4871699525438,43.62311850260555,369.62047367820486,1.5540940761566162,0
ali,eye,6.0,0.1,35.832577570126425,14.581954759253676,243.74603464944465,53.780255843412576,378.24047288685205,1.8699109554290771,0
ali,eye,6.0,0.1,339.1646475390776,14.581954759253449,254.49160243351915,45.95819320730513,362.5838842929732,1.5835421085357666,0
ali,eye,6.0,0.1,6.832337772615822,14.581954759253222,260.66844915682987,34.91317570024737,332.9781717899927,2.7695679664611816,1
ali,eye,6.0,0.1,173.16766222738408,14.581954759253676,260.66844915683004,11.174814251107795,299.0451688290394,2.502394914627075,1
ali,eye,6.0,0.1,200.83535246092245,14.581954759253676,254.4916024335192,12.268614670273616,273.6115580256755,2.0352530479431152,0
ali,eye,6.0,0.1,144.16742242987357,14.581954759253222,243.74603464944443,24.27680635677274,255.16485849692282,1.5860950946807861,0
ali,eye,6.0,0.1,232.3608358062241,14.581954759253449,231.4871699525437,31.666417408976972,256.71207628022654,1.7907860279083252,0
ali,eye,6.0,0.1,109.41000060152122,14.581954759253676,221.67131882688324,20.386159933029404,280.1088830681914,1.761643886566162,0
ali,eye,6.0,0.1,270.0,14.581954759253449,217.89899599350963,1.0505020032452421,318.0,1.5016491413116455,0
ali,eye,3.0,0.6,307.6391641937759,131.23759283328127,231.4871699525438,56.19922184948661,371.92896171609016,0.6897211074829102,0
ali,eye,3.0,0.6,35.832577570126425,131.23759283328127,243.74603464944465,48.2379654165035,368.01876622779474,0.6531088352203369,0
ali,eye,3.0,0.6,339.1646475390776,131.2375928332815,254.49160243351915,71.86977623876449,349.76428421698563,0.8174591064453125,0
ali,eye,3.0,0.6,6.832337772615822,131.23759283328172,260.66844915682987,13.46748482510185,319.90575705639327,0.7317080497741699,0
ali,eye,3.0,0.6,173.16766222738408,131.2375928332815,260.66844915683004,18.916671083491153,311.55935907428665,0.7012209892272949,0
ali,eye,3.0,0.6,200.83535246092245,131.2375928332815,254.4916024335192,7.428981075894505,257.8290306129625,1.3532588481903076,1
ali,eye,3.0,0.6,144.16742242987357,131.23759283328172,243.74603464944443,11.4438366564061,229.27360674677678,0.8322920799255371,0
ali,eye,3.0,0.6,232.3608358062241,131.2375928332815,231.4871699525437,29.988817607148917,233.78818006246738,0.9021339416503906,0
ali,eye,3.0,0.6,109.41000060152122,131.23759283328127,221.67131882688324,18.6612684390519,269.27522058402553,0.6843430995941162,0
ali,eye,3.0,0.6,270.0,131.23759283328127,217.89899599350963,4.949497996754759,307.0,0.7817208766937256,0
ali,eye,3.0,0.6,307.6391641937759,131.23759283328127,231.4871699525438,51.62917327747963,358.9435592436534,0.7064309120178223,0
ali,eye,3.0,0.6,35.832577570126425,131.23759283328127,243.74603464944465,47.47347690308624,372.5210795295854,0.6975700855255127,0
ali,eye,3.0,0.6,339.1646475390776,131.2375928332815,254.49160243351915,45.70079727718885,373.3035391157455,0.6550159454345703,0
ali,eye,3.0,0.6,6.832337772615822,131.23759283328172,260.66844915682987,3.727499715126946,364.9019002318061,0.714083194732666,0
ali,eye,3.0,0.6,173.16766222738408,131.2375928332815,260.66844915683004,28.328615306663444,316.72518303681005,0.7561559677124023,0
ali,eye,3.0,0.6,200.83535246092245,131.2375928332815,254.4916024335192,40.21601212165752,280.78186934351527,0.728538990020752,0
ali,eye,3.0,0.6,144.16742242987357,131.23759283328172,243.74603464944443,15.272179753191287,271.78779609118413,0.773068904876709,0
ali,eye,3.0,0.6,232.3608358062241,131.2375928332815,231.4871699525437,38.29011485024885,245.3240960477356,0.7450320720672607,0
ali,eye,3.0,0.6,109.41000060152122,131.23759283328127,221.67131882688324,24.92164526825412,281.07751010879286,0.7561659812927246,0
ali,eye,3.0,0.6,270.0,131.23759283328127,217.89899599350963,1.9494979967547579,311.0,0.7817180156707764,0
ali,eye,4.0,0.3,307.6391641937759,61.24420998886467,231.4871699525438,42.696987798322496,384.84071083080244,0.8398280143737793,0
ali,eye,4.0,0.3,35.832577570126425,61.24420998886444,243.74603464944465,64.27548427093805,371.3039994741096,0.9309170246124268,0
ali,eye,4.0,0.3,339.1646475390776,61.24420998886467,254.49160243351915,51.07770315585242,343.1312451834303,0.8675568103790283,0
ali,eye,4.0,0.3,6.832337772615822,61.24420998886444,260.66844915682987,10.72671801654942,350.6901973339007,0.8353819847106934,0
ali,eye,4.0,0.3,173.16766222738408,61.244209988864895,260.66844915683004,17.8871751504008,315.80547933493534,0.832813024520874,0
ali,eye,4.0,0.3,200.83535246092245,61.24420998886467,254.4916024335192,19.654671508990962,275.16673751992226,1.2385170459747314,0
ali,eye,4.0,0.3,144.16742242987357,61.24420998886444,243.74603464944443,31.032243152691787,269.71177552741347,1.013719081878662,0
ali,eye,4.0,0.3,232.3608358062241,61.24420998886467,231.4871699525437,23.700765933708386,255.94040553287874,1.1048309803009033,0
ali,eye,4.0,0.3,109.41000060152122,61.24420998886444,221.67131882688324,22.766252867342615,269.4461085040606,0.8636288642883301,0
ali,eye,4.0,0.3,270.0,61.24420998886467,217.89899599350963,7.050502003245242,323.0,1.0190200805664062,0
ali,eye,3.0,0.6,307.6391641937759,131.23759283328127,231.4871699525438,32.671163249631,383.71971686997864,0.6058940887451172,0
ali,eye,3.0,0.6,35.832577570126425,131.23759283328127,243.74603464944465,41.80032612164198,395.44292869124126,0.7179038524627686,0
ali,eye,3.0,0.6,339.1646475390776,131.2375928332815,254.49160243351915,33.32767519232436,386.4713294150108,0.7034881114959717,0
ali,eye,3.0,0.6,6.832337772615822,131.23759283328172,260.66844915682987,20.102064829316504,354.73498624545175,0.7815148830413818,0
ali,eye,3.0,0.6,173.16766222738408,131.2375928332815,260.66844915683004,18.415396154616662,339.63962995364676,0.700639009475708,0
ali,eye,3.0,0.6,200.83535246092245,131.2375928332815,254.4916024335192,14.062020109449813,300.82092462126525,0.9527921676635742,0
ali,eye,3.0,0.6,144.16742242987357,131.23759283328172,243.74603464944443,38.46558384008229,260.6648400344755,0.7654628753662109,0
ali,eye,3.0,0.6,232.3608358062241,131.2375928332815,231.4871699525437,6.259371546594498,238.8346569135962,0.7171220779418945,0
ali,eye,3.0,0.6,109.41000060152122,131.23759283328127,221.67131882688324,23.044766014111072,254.08641076460484,0.7703118324279785,0
ali,eye,3.0,0.6,270.0,131.23759283328127,217.89899599350963,8.050502003245242,325.0,0.7312521934509277,0
ali,eye,3.0,0.6,307.6391641937759,131.23759283328127,231.4871699525438,73.64061623660051,338.7707002474538,0.8563179969787598,0
ali,eye,3.0,0.6,35.832577570126425,131.23759283328127,243.74603464944465,58.23829341261392,340.4539091936482,0.8012700080871582,0
ali,eye,3.0,0.6,339.1646475390776,131.2375928332815,254.49160243351915,70.52284879071132,335.75268181939697,0.6674320697784424,0
ali,eye,3.0,0.6,6.832337772615822,131.23759283328172,260.66844915682987,18.514344407873867,324.8336522594137,0.7967410087585449,0
ali,eye,3.0,0.6,173.16766222738408,131.2375928332815,260.66844915683004,15.306556206273017,306.31575421668475,0.5568008422851562,0
ali,eye,3.0,0.6,200.83535246092245,131.2375928332815,254.4916024335192,4.129540026394232,263.2892373101035,0.8319931030273438,0
ali,eye,3.0,0.6,144.16742242987357,131.23759283328172,243.74603464944443,70.66754821702065,290.3421259920504,0.7865378856658936,0
ali,eye,3.0,0.6,232.3608358062241,131.2375928332815,231.4871699525437,22.72770772566182,286.2264198811387,1.0151290893554688,0
ali,eye,3.0,0.6,109.41000060152122,131.23759283328127,221.67131882688324,27.554788975773167,272.6806410385486,0.8008971214294434,0
ali,eye,3.0,0.6,270.0,131.23759283328127,217.89899599350963,9.949497996754758,322.0,0.7501449584960938,0
ali,eye,3.0,0.6,307.6391641937759,131.23759283328127,231.4871699525438,49.9985009794151,393.05467727053343,0.6730020046234131,0
ali,eye,3.0,0.6,35.832577570126425,131.23759283328127,243.74603464944465,56.43776146054423,361.52898382741193,0.7680699825286865,0
ali,eye,3.0,0.6,339.1646475390776,131.2375928332815,254.49160243351915,18.018289230605188,387.14104640169535,0.7693259716033936,0
ali,eye,3.0,0.6,6.832337772615822,131.23759283328172,260.66844915682987,44.60423216759581,346.23815964988614,0.7821359634399414,0
ali,eye,3.0,0.6,173.16766222738408,131.2375928332815,260.66844915683004,7.157450601426139,292.8956184923667,0.8005509376525879,0
ali,eye,3.0,0.6,200.83535246092245,131.2375928332815,254.4916024335192,10.441052296542653,267.52328475108857,0.7169311046600342,0
ali,eye,3.0,0.6,144.16742242987357,131.23759283328172,243.74603464944443,9.416025511690613,240.9337721242569,0.7512710094451904,0
ali,eye,3.0,0.6,232.3608358062241,131.2375928332815,231.4871699525437,14.178095518099557,219.60813027148254,0.8336138725280762,0
ali,eye,3.0,0.6,109.41000060152122,131.23759283328127,221.67131882688324,19.272107345955565,259.745398766838,0.7367570400238037,0
ali,eye,3.0,0.6,270.0,131.23759283328127,217.89899599350963,16.050502003245242,329.0,0.6312899589538574,0
ali,eye,6.0,0.1,307.6391641937759,14.581954759253449,231.4871699525438,45.025677486010494,376.5192119378998,1.7935760021209717,0
ali,eye,6.0,0.1,35.832577570126425,14.581954759253676,243.74603464944465,51.48285661669488,379.1417222845034,1.8458600044250488,0
ali,eye,6.0,0.1,339.1646475390776,14.581954759253449,254.49160243351915,50.14309676436758,362.00496159945,1.5348141193389893,0
ali,eye,6.0,0.1,6.832337772615822,14.581954759253222,260.66844915682987,31.577586992937444,330.8322268801979,1.5694708824157715,0
ali,eye,6.0,0.1,173.16766222738408,14.581954759253676,260.66844915683004,13.279575676229584,299.56220983271857,1.5168659687042236,0
ali,eye,6.0,0.1,200.83535246092245,14.581954759253676,254.4916024335192,9.241556500257554,268.35960337472807,1.6695451736450195,0
ali,eye,6.0,0.1,144.16742242987357,14.581954759253222,243.74603464944443,21.48450669863999,250.30047196148527,1.1165950298309326,0
ali,eye,6.0,0.1,232.3608358062241,14.581954759253449,231.4871699525437,34.83390699757899,257.0744479020187,1.3847057819366455,0
ali,eye,6.0,0.1,109.41000060152122,14.581954759253676,221.67131882688324,18.16750483881644,281.6628866421339,1.4013659954071045,0
ali,eye,6.0,0.1,270.0,14.581954759253449,217.89899599350963,3.050502003245242,318.0,2.6194519996643066,1
ali,eye,4.0,0.3,307.6391641937759,61.24420998886467,231.4871699525438,43.19361772724716,368.6943429739218,0.9070570468902588,0
ali,eye,4.0,0.3,35.832577570126425,61.24420998886444,243.74603464944465,48.465244609149295,384.59152755976777,1.0480668544769287,0
ali,eye,4.0,0.3,339.1646475390776,61.24420998886467,254.49160243351915,47.73661169711341,367.57094953912036,1.01652193069458,0
ali,eye,4.0,0.3,6.832337772615822,61.24420998886444,260.66844915682987,22.046678390013646,345.249847201469,1.151461124420166,0
ali,eye,4.0,0.3,173.16766222738408,61.244209988864895,260.66844915683004,20.50897757920173,300.6740727351552,0.8506150245666504,0
ali,eye,4.0,0.3,200.83535246092245,61.24420998886467,254.4916024335192,18.678414708267393,272.45371263862916,1.4222428798675537,0
ali,eye,4.0,0.3,144.16742242987357,61.24420998886444,243.74603464944443,14.503757553308112,250.12140218789477,1.0647311210632324,0
ali,eye,4.0,0.3,232.3608358062241,61.24420998886467,231.4871699525437,17.707956728493702,232.9357027159086,1.1373748779296875,0
ali,eye,4.0,0.3,109.41000060152122,61.24420998886444,221.67131882688324,33.41012727160401,278.87775517444925,1.1653001308441162,0
ali,eye,4.0,0.3,270.0,61.24420998886467,217.89899599350963,4.949497996754758,317.0,1.0162968635559082,0
ali,eye,6.0,0.1,307.6391641937759,14.581954759253449,231.4871699525438,42.831246105455044,373.64696481752367,1.6946468353271484,0
ali,eye,6.0,0.1,35.832577570126425,14.581954759253676,243.74603464944465,51.93348131552054,380.67266615457083,1.828369140625,0
ali,eye,6.0,0.1,339.1646475390776,14.581954759253449,254.49160243351915,46.31387690526679,364.6763360715044,1.4857568740844727,0
ali,eye,6.0,0.1,6.832337772615822,14.581954759253222,260.66844915682987,28.59889142488201,339.1734916856066,1.6683931350708008,0
ali,eye,6.0,0.1,173.16766222738408,14.581954759253676,260.66844915683004,8.95108844623451,306.8693926307691,2.167451858520508,1
ali,eye,6.0,0.1,200.83535246092245,14.581954759253676,254.4916024335192,11.68969197675043,275.6132155110453,1.6030981540679932,0
ali,eye,6.0,0.1,144.16742242987357,14.581954759253222,243.74603464944443,22.295237787879593,252.95797757861692,1.8505628108978271,0
ali,eye,6.0,0.1,232.3608358062241,14.581954759253449,231.4871699525437,33.86084878953243,256.71207628022654,1.6515381336212158,0
ali,eye,6.0,0.1,109.41000060152122,14.581954759253676,221.67131882688324,20.0538341728942,281.9952124022692,1.551548957824707,0
ali,eye,6.0,0.1,270.0,14.581954759253449,217.89899599350963,1.0505020032452421,318.0,1.586467981338501,0
ali,eye,4.0,0.3,307.6391641937759,61.24420998886467,231.4871699525438,29.396141207857188,389.8200585283651,0.8733599185943604,0
ali,eye,4.0,0.3,35.832577570126425,61.24420998886444,243.74603464944465,38.9175081550975,411.5247232782651,0.963798999786377,0
ali,eye,4.0,0.3,339.1646475390776,61.24420998886467,254.49160243351915,56.90858050032301,366.852088668513,0.8406081199645996,0
ali,eye,4.0,0.3,6.832337772615822,61.24420998886444,260.66844915682987,32.96856213955023,321.7359923116068,1.0488979816436768,0
ali,eye,4.0,0.3,173.16766222738408,61.244209988864895,260.66844915683004,21.300544752789087,288.96062181203126,0.829571008682251,0
ali,eye,4.0,0.3,200.83535246092245,61.24420998886467,254.4916024335192,21.879567989922304,271.254216842344,1.038322925567627,0
ali,eye,4.0,0.3,144.16742242987357,61.24420998886444,243.74603464944443,24.367324665184466,265.2537379582121,1.4310691356658936,0
ali,eye,4.0,0.3,232.3608358062241,61.24420998886467,231.4871699525437,26.190439782489694,249.90066882390056,1.0217759609222412,0
ali,eye,4.0,0.3,109.41000060152122,61.24420998886444,221.67131882688324,34.03041625844239,285.65079576375643,0.7801120281219482,0
ali,eye,4.0,0.3,270.0,61.24420998886467,217.89899599350963,4.050502003245242,333.0,0.9742319583892822,0
ali,eye,5.0,0.2,307.6391641937759,29.63429515590201,231.4871699525438,39.41544155239068,379.7538306800681,1.1870801448822021,0
ali,eye,5.0,0.2,35.832577570126425,29.634295155902237,243.74603464944465,53.32963114458692,382.8795470728768,1.302361011505127,0
ali,eye,5.0,0.2,339.1646475390776,29.634295155902237,254.49160243351915,41.599194538603854,368.1007283487209,1.1499178409576416,0
ali,eye,5.0,0.2,6.832337772615822,29.63429515590269,260.66844915682987,31.93448013219194,338.7754150616789,1.3681180477142334,0
ali,eye,5.0,0.2,173.16766222738408,29.634295155902237,260.66844915683004,10.817921111853295,302.3807575363494,1.1357049942016602,0
ali,eye,5.0,0.2,200.83535246092245,29.634295155902237,254.4916024335192,8.397744401934114,270.80773885122096,1.1065409183502197,0
ali,eye,5.0,0.2,144.16742242987357,29.634295155902237,243.74603464944443,27.97035541255682,254.66995806550787,0.9656760692596436,0
ali,eye,5.0,0.2,232.3608358062241,29.634295155902237,231.4871699525437,35.01509280847505,262.14112640295036,1.1964330673217773,0
ali,eye,5.0,0.2,109.41000060152122,29.634295155902237,221.67131882688324,20.664673079797865,284.77089379001893,1.002074956893921,0
ali,eye,5.0,0.2,270.0,29.63429515590201,217.89899599350963,4.050502003245242,322.0,1.3349919319152832,0
ali,eye,4.0,0.3,307.6391641937759,61.24420998886467,231.4871699525438,51.56204412391336,372.60677745591084,0.9771180152893066,0
ali,eye,4.0,0.3,35.832577570126425,61.24420998886444,243.74603464944465,47.15961308849464,374.32161148165517,1.0113821029663086,0
ali,eye,4.0,0.3,339.1646475390776,61.24420998886467,254.49160243351915,44.75869741102004,370.4580695320523,0.8173539638519287,0
ali,eye,4.0,0.3,6.832337772615822,61.24420998886444,260.66844915682987,25.977088996081076,341.6351462499829,0.9343340396881104,0
ali,eye,4.0,0.3,173.16766222738408,61.244209988864895,260.66844915683004,0.6210036413624289,319.7770734256759,0.8853318691253662,0
ali,eye,4.0,0.3,200.83535246092245,61.24420998886467,254.4916024335192,13.070776359358334,285.2733127146167,1.1207599639892578,0
ali,eye,4.0,0.3,144.16742242987357,61.24420998886444,243.74603464944443,28.3767043787931,259.1299624779422,1.1816871166229248,0
