tech,id,rho,angle,w,a,we,ae,mt,error
none,3.0,0.6,171.81818181818178,109.36466069440121,765.5526248608082,-21.8035469901,755.2063289854556,0.936622142791748,0
none,3.0,0.6,335.45454545454544,109.36466069440166,765.5526248608082,3.12075618307,752.6354176007247,0.867743968963623,0
none,3.0,0.6,139.0909090909091,109.36466069440144,765.5526248608082,30.479313295,807.2744851664008,1.210555076599121,0
none,3.0,0.6,302.7272727272727,109.36466069440166,765.5526248608082,13.4892722843,809.6966442546883,1.3420758247375488,0
none,3.0,0.6,106.36363636363633,109.36466069440098,765.5526248608081,7.32527716723,791.4935778125104,0.8339581489562988,0
none,3.0,0.6,270.0,109.36466069440098,765.5526248608082,9.2236875696,788.0,1.1011009216308594,0
none,3.0,0.6,73.63636363636364,109.36466069440121,765.5526248608081,-24.332917422,745.833942938946,1.0342340469360352,0
none,3.0,0.6,237.27272727272725,109.36466069440144,765.5526248608081,7.22312776805,746.8472780966343,1.1915068626403809,0
none,3.0,0.6,40.90909090909091,109.36466069440166,765.5526248608082,6.90982724527,778.0038629048288,1.0005249977111816,0
none,3.0,0.6,204.54545454545453,109.36466069440121,765.5526248608081,7.09684628746,771.3008693239196,1.1296780109405518,0
none,6.0,0.1,171.81818181818178,12.151628966044427,765.5526248608082,-10.650028731,758.0143311947288,5.548619031906128,3
none,6.0,0.1,335.45454545454544,12.151628966044427,765.5526248608082,-4.29931724786,750.0573068577208,2.206447124481201,0
none,6.0,0.1,139.0909090909091,12.151628966044882,765.5526248608082,-1.86383495546,759.1651516097421,4.033618927001953,0
none,6.0,0.1,302.7272727272727,12.151628966044882,765.5526248608082,-3.75758031434,760.3656088841265,3.1357879638671875,1
none,6.0,0.1,106.36363636363633,12.151628966044427,765.5526248608081,-1.82849416009,760.3246100427175,1.7693729400634766,0
none,6.0,0.1,270.0,12.151628966044427,765.5526248608082,0.223687569596,763.0,2.5679361820220947,0
none,6.0,0.1,73.63636363636364,12.151628966044882,765.5526248608081,-0.802774293996,763.5459748728315,3.8422329425811768,1
none,6.0,0.1,237.27272727272725,12.151628966044882,765.5526248608081,-3.35197083009,760.4261934974221,6.229464054107666,3
none,6.0,0.1,40.90909090909091,12.151628966044427,765.5526248608082,3.08338513943,764.6058151621222,14.737929821014404,10
none,6.0,0.1,204.54545454545453,12.151628966044427,765.5526248608081,-7.71507671251,760.0846639728687,3.8601651191711426,2
none,5.0,0.2,171.81818181818178,24.69524596325209,765.5526248608082,-9.23326277426,747.4109250105852,1.987879991531372,1
none,5.0,0.2,335.45454545454544,24.695245963251637,765.5526248608082,-9.93611832494,746.5763828150042,1.4350950717926025,0
none,5.0,0.2,139.0909090909091,24.695245963251864,765.5526248608082,-7.9098315503,746.2678811542281,1.117583990097046,0
none,5.0,0.2,302.7272727272727,24.69524596325209,765.5526248608082,-2.67629867943,757.1217639793929,1.8697988986968994,1
none,5.0,0.2,106.36363636363633,24.695245963251637,765.5526248608081,1.67460322686,764.3911725433558,1.6072120666503906,1
none,5.0,0.2,270.0,24.695245963251864,765.5526248608082,4.2236875696,773.0,1.7538580894470215,0
none,5.0,0.2,73.63636363636364,24.69524596325209,765.5526248608081,-2.44002768438,766.8736236042677,2.510211944580078,1
none,5.0,0.2,237.27272727272725,24.695245963251864,765.5526248608081,-6.47695685933,756.1593412199705,1.5682759284973145,0
none,5.0,0.2,40.90909090909091,24.695245963251637,765.5526248608082,2.32763556508,762.08726106675,1.875560998916626,0
none,5.0,0.2,204.54545454545453,24.695245963251864,765.5526248608081,11.4874023255,778.377511015558,1.5705151557922363,0
none,4.0,0.3,171.81818181818178,51.03684165738741,765.5526248608082,-14.9003266011,750.7945689989837,0.9532148838043213,0
none,4.0,0.3,335.45454545454544,51.03684165738741,765.5526248608082,-12.5862123417,735.3027806608507,1.151432991027832,0
none,4.0,0.3,139.0909090909091,51.036841657387185,765.5526248608082,-0.152391583362,751.2041005045636,1.134399175643921,0
none,4.0,0.3,302.7272727272727,51.03684165738741,765.5526248608082,7.29757448796,777.4912922561257,0.9842898845672607,0
none,4.0,0.3,106.36363636363633,51.036841657387185,765.5526248608081,-2.95542438746,769.1274840589991,1.1344919204711914,0
none,4.0,0.3,270.0,51.036841657387185,765.5526248608082,2.2236875696,765.0,0.9675390720367432,0
none,4.0,0.3,73.63636363636364,51.03684165738696,765.5526248608081,-14.966578292,756.0906102883278,1.2179901599884033,0
none,4.0,0.3,237.27272727272725,51.03684165738741,765.5526248608081,-15.6095764939,733.9884470020864,1.1357779502868652,0
none,4.0,0.3,40.90909090909091,51.03684165738741,765.5526248608082,-12.0297728902,738.6113300277027,1.0509839057922363,0
none,4.0,0.3,204.54545454545453,51.03684165738741,765.5526248608081,-6.64784077845,748.5532507444149,0.8828940391540527,0
none,6.0,0.1,171.81818181818178,12.151628966044427,765.5526248608082,-5.55860668329,769.1869967319656,2.232654094696045,0
none,6.0,0.1,335.45454545454544,12.151628966044427,765.5526248608082,-3.38968525251,755.9305138428498,6.752996921539307,4
none,6.0,0.1,139.0909090909091,12.151628966044882,765.5526248608082,-1.76294611505,760.0217900245052,11.39500904083252,7
none,6.0,0.1,302.7272727272727,12.151628966044882,765.5526248608082,3.99314496993,767.8157214530161,1.8011131286621094,0
none,6.0,0.1,106.36363636363633,12.151628966044427,765.5526248608081,0.204787090227,769.5235119189308,2.574054002761841,1
none,6.0,0.1,270.0,12.151628966044427,765.5526248608082,1.2236875696,767.0,2.3408048152923584,0
none,6.0,0.1,73.63636363636364,12.151628966044882,765.5526248608081,-0.917069597087,764.6729051001972,7.801892995834351,2
none,6.0,0.1,237.27272727272725,12.151628966044882,765.5526248608081,2.11502195776,766.6738552048092,4.194756031036377,3
none,6.0,0.1,40.90909090909091,12.151628966044427,765.5526248608082,-2.76083377459,765.3615647364765,2.830152988433838,0
none,6.0,0.1,204.54545454545453,12.151628966044427,765.5526248608081,-0.101407706023,761.4097109812251,18.000555992126465,10
none,5.0,0.2,171.81818181818178,24.69524596325209,765.5526248608082,-2.72507476989,768.0612428778435,1.45408296585083,0
none,5.0,0.2,335.45454545454544,24.695245963251637,765.5526248608082,1.98930475027,765.6212579143464,1.9870572090148926,1
none,5.0,0.2,139.0909090909091,24.695245963251864,765.5526248608082,-8.71510881614,758.1580966630784,1.4401588439941406,0
none,5.0,0.2,302.7272727272727,24.69524596325209,765.5526248608082,6.51690556842,763.1293975847,2.4789609909057617,1
none,5.0,0.2,106.36363636363633,24.695245963251637,765.5526248608081,-2.95542438746,769.2417793620893,1.2177600860595703,0
none,5.0,0.2,270.0,24.695245963251864,765.5526248608082,8.2236875696,771.0,1.3892951011657715,0
none,5.0,0.2,73.63636363636364,24.69524596325209,765.5526248608081,-1.53367666143,771.6179465216791,1.5803167819976807,0
none,5.0,0.2,237.27272727272725,24.695245963251864,765.5526248608081,5.54062070239,766.9161936579916,1.5026061534881592,0
none,5.0,0.2,40.90909090909091,24.695245963251637,765.5526248608082,-1.29886231737,768.4854518743025,1.840782880783081,1
none,5.0,0.2,204.54545454545453,24.695245963251864,765.5526248608081,8.00647828282,773.886747841888,2.979612112045288,2
none,4.0,0.3,171.81818181818178,51.03684165738741,765.5526248608082,9.01046769441,797.1993916332424,1.2380378246307373,0
none,4.0,0.3,335.45454545454544,51.03684165738741,765.5526248608082,-17.7287964364,756.4033256589544,0.8755531311035156,0
none,4.0,0.3,139.0909090909091,51.036841657387185,765.5526248608082,-4.43191674233,740.1741903253288,1.2601420879364014,0
