tech,id,rho,angle,w,a,we,ae,mt,error
eye,4.0,0.3,171.81818181818178,51.03684165738741,765.5526248608082,-7.11130505223,760.8478631081304,1.023298978805542,0
eye,4.0,0.3,335.45454545454544,51.03684165738741,765.5526248608082,8.71474692765,767.4619270713036,0.7846300601959229,0
eye,4.0,0.3,139.0909090909091,51.036841657387185,765.5526248608082,-13.3009674112,763.4960379176235,1.0679800510406494,0
eye,4.0,0.3,302.7272727272727,51.03684165738741,765.5526248608082,-8.50679914705,747.8073905049544,0.9175028800964355,1
eye,4.0,0.3,106.36363636363633,51.036841657387185,765.5526248608081,-16.784353878,735.5983719331527,0.5506570339202881,0
eye,4.0,0.3,270.0,51.036841657387185,765.5526248608082,-7.7763124304,740.0,0.7002420425415039,0
eye,4.0,0.3,73.63636363636364,51.03684165738696,765.5526248608081,0.834479096391,757.5072844743031,0.7011730670928955,0
eye,4.0,0.3,237.27272727272725,51.03684165738741,765.5526248608081,9.0244937092,773.9445242849142,0.7835268974304199,0
eye,4.0,0.3,40.90909090909091,51.03684165738741,765.5526248608082,11.3452693084,786.5207193609696,0.7346680164337158,0
eye,4.0,0.3,204.54545454545453,51.03684165738741,765.5526248608081,10.6351671333,785.3967559040938,1.000502109527588,0
eye,5.0,0.2,171.81818181818178,24.69524596325209,765.5526248608082,0.949581321091,770.6101451146985,0.9574711322784424,0
eye,5.0,0.2,335.45454545454544,24.695245963251637,765.5526248608082,2.32591779392,768.7655689134119,0.96360182762146,0
eye,5.0,0.2,139.0909090909091,24.695245963251864,765.5526248608082,-1.86383495546,766.2182031512397,1.4179301261901855,1
eye,5.0,0.2,302.7272727272727,24.69524596325209,765.5526248608082,1.8888559623,766.0120451607625,0.9175529479980469,0
eye,5.0,0.2,106.36363636363633,24.695245963251637,765.5526248608081,3.59358917409,768.1679910853846,0.8341269493103027,0
eye,5.0,0.2,270.0,24.695245963251864,765.5526248608082,-5.7763124304,765.0,0.850909948348999,0
eye,5.0,0.2,73.63636363636364,24.69524596325209,765.5526248608081,3.71295801723,763.9951446834242,0.967674970626831,0
eye,5.0,0.2,237.27272727272725,24.695245963251864,765.5526248608081,6.74076121279,774.1845523869943,1.0176811218261719,0
eye,5.0,0.2,40.90909090909091,24.695245963251637,765.5526248608082,-1.80330651941,772.2641997460737,1.7351648807525635,1
eye,5.0,0.2,204.54545454545453,24.695245963251864,765.5526248608081,9.56793119923,772.9771158465335,1.050997018814087,0
eye,3.0,0.6,171.81818181818178,109.36466069440121,765.5526248608082,-10.2422314942,773.4309121760359,0.5725069046020508,0
eye,3.0,0.6,335.45454545454544,109.36466069440166,765.5526248608082,26.7429642004,776.3510140580091,0.5680170059204102,0
eye,3.0,0.6,139.0909090909091,109.36466069440144,765.5526248608082,-4.23197251893,774.5351153839888,0.767592191696167,0
eye,3.0,0.6,302.7272727272727,109.36466069440166,765.5526248608082,-2.61802441723,760.1838550442396,0.6336889266967773,0
eye,3.0,0.6,106.36363636363633,109.36466069440098,765.5526248608081,-51.9958499431,707.1033266833274,0.6340298652648926,0
eye,3.0,0.6,270.0,109.36466069440098,765.5526248608082,-48.7763124304,667.0,0.7336921691894531,0
eye,3.0,0.6,73.63636363636364,109.36466069440121,765.5526248608081,30.6238918273,754.7190666512453,0.5677938461303711,0
eye,3.0,0.6,237.27272727272725,109.36466069440144,765.5526248608081,-17.1732246841,780.9122702985414,0.6668779850006104,0
eye,3.0,0.6,40.90909090909091,109.36466069440166,765.5526248608082,30.5398417311,782.6429161062154,0.5674841403961182,0
eye,3.0,0.6,204.54545454545453,109.36466069440121,765.5526248608081,19.280080437,812.671129294123,0.7503049373626709,0
eye,4.0,0.3,171.81818181818178,51.03684165738741,765.5526248608082,-10.3717814805,775.546487472039,0.8734040260314941,0
eye,4.0,0.3,335.45454545454544,51.03684165738741,765.5526248608082,10.3335966472,763.522777683089,0.7676589488983154,0
eye,4.0,0.3,139.0909090909091,51.036841657387185,765.5526248608082,-2.5682233809,769.9987844804372,0.8345510959625244,0
eye,4.0,0.3,302.7272727272727,51.03684165738741,765.5526248608082,0.266933509932,760.9039393504798,0.8339660167694092,0
eye,4.0,0.3,106.36363636363633,51.036841657387185,765.5526248608081,11.2615215612,774.9907258020082,0.7174839973449707,0
eye,4.0,0.3,270.0,51.036841657387185,765.5526248608082,9.2236875696,783.0,0.7004489898681641,0
eye,4.0,0.3,73.63636363636364,51.03684165738696,765.5526248608081,10.3151135294,786.6800901409014,0.5343348979949951,0
eye,4.0,0.3,237.27272727272725,51.03684165738741,765.5526248608081,5.30059260031,779.413827423868,0.650111198425293,0
eye,4.0,0.3,40.90909090909091,51.03684165738741,765.5526248608082,8.77535406412,777.703029841028,0.9679179191589355,0
eye,4.0,0.3,204.54545454545453,51.03684165738741,765.5526248608081,-9.77074661127,760.7792952264192,0.750324010848999,0
eye,6.0,0.1,171.81818181818178,12.151628966044427,765.5526248608082,-3.00970444643,765.9392851558083,1.2870779037475586,0
eye,6.0,0.1,335.45454545454544,12.151628966044427,765.5526248608082,2.40471976327,765.2058429013447,1.6683709621429443,1
eye,6.0,0.1,139.0909090909091,12.151628966044882,765.5526248608082,1.71313523549,769.2412014486567,0.9176230430603027,0
eye,6.0,0.1,302.7272727272727,12.151628966044882,765.5526248608082,-1.59501704451,765.8326016719781,0.7841260433197021,0
eye,6.0,0.1,106.36363636363633,12.151628966044427,765.5526248608081,1.27857536693,764.5586097971071,1.267793893814087,0
eye,6.0,0.1,270.0,12.151628966044427,765.5526248608082,-0.776312430404,767.0,1.0511410236358643,0
eye,6.0,0.1,73.63636363636364,12.151628966044882,765.5526248608081,-0.186167229653,765.7386819751338,1.0177509784698486,0
eye,6.0,0.1,237.27272727272725,12.151628966044882,765.5526248608081,2.17560657106,769.1370311900072,1.4726841449737549,0
eye,6.0,0.1,40.90909090909091,12.151628966044427,765.5526248608082,3.73824587338,770.9031171292656,0.8130149841308594,0
eye,6.0,0.1,204.54545454545453,12.151628966044427,765.5526248608081,-1.99947366608,766.2156820322981,1.1722328662872314,0
eye,6.0,0.1,171.81818181818178,12.151628966044427,765.5526248608082,2.64459452831,772.1564610576085,1.2914631366729736,0
eye,6.0,0.1,335.45454545454544,12.151628966044427,765.5526248608082,-0.324176222791,767.1039088614044,1.0967998504638672,0
eye,6.0,0.1,139.0909090909091,12.151628966044882,765.5526248608082,-1.66205727464,763.5987602154587,1.284574031829834,1
eye,6.0,0.1,302.7272727272727,12.151628966044882,765.5526248608082,-3.81816492763,759.7037988400798,1.10089111328125,0
eye,6.0,0.1,106.36363636363633,12.151628966044427,765.5526248608081,4.43878684462,765.5181027707215,1.0680410861968994,0
eye,6.0,0.1,270.0,12.151628966044427,765.5526248608082,0.223687569596,771.0,1.2342588901519775,0
eye,6.0,0.1,73.63636363636364,12.151628966044882,765.5526248608081,2.2431418806,768.0005538316333,0.9511849880218506,0
eye,6.0,0.1,237.27272727272725,12.151628966044882,765.5526248608081,-1.42943566234,766.1937990006493,1.5180079936981201,1
eye,6.0,0.1,40.90909090909091,12.151628966044427,765.5526248608082,-2.35727841295,761.3315114923957,1.2847979068756104,0
eye,6.0,0.1,204.54545454545453,12.151628966044427,765.5526248608081,-0.516822719025,762.9711638976338,2.2855491638183594,1
eye,3.0,0.6,171.81818181818178,109.36466069440121,765.5526248608082,-1.46977092955,775.4041726337657,0.6062631607055664,0
eye,3.0,0.6,335.45454545454544,109.36466069440166,765.5526248608082,14.4089448078,773.786540706289,0.5343890190124512,0
eye,3.0,0.6,139.0909090909091,109.36466069440144,765.5526248608082,-31.134457217,748.535129877291,1.0680298805236816,1
eye,3.0,0.6,302.7272727272727,109.36466069440166,765.5526248608082,-13.2513972776,723.595102243839,0.6503729820251465,0
eye,3.0,0.6,106.36363636363633,109.36466069440098,765.5526248608081,9.91401212946,761.908721482444,0.6173381805419922,0
eye,3.0,0.6,270.0,109.36466069440098,765.5526248608082,-51.7763124304,725.0,0.5837609767913818,0
eye,3.0,0.6,73.63636363636364,109.36466069440121,765.5526248608081,0.773325743962,714.1015100554703,0.6007997989654541,0
eye,3.0,0.6,237.27272727272725,109.36466069440144,765.5526248608081,0.194797141125,767.9974752929027,0.600175142288208,0
eye,3.0,0.6,40.90909090909091,109.36466069440166,765.5526248608082,12.5064077018,773.7756988947823,0.5508198738098145,0
eye,3.0,0.6,204.54545454545453,109.36466069440121,765.5526248608081,14.946921202,798.1890006421596,0.6003351211547852,0
eye,5.0,0.2,171.81818181818178,24.69524596325209,765.5526248608082,-3.00970444643,760.0003565045228,1.224379062652588,0
