id,rho,angle,w,a,we,ae,mt,error
3.0,0.6,307.6391641937759,131.23759283328127,231.4871699525438,45.092806639576764,374.02953808911855,0.7395839691162109,0
3.0,0.6,35.832577570126425,131.23759283328127,243.74603464944465,40.313657984163875,388.8242527795563,0.7177920341491699,0
3.0,0.6,339.1646475390776,131.2375928332815,254.49160243351915,48.81115626568235,373.65922281370723,0.6343638896942139,0
3.0,0.6,6.832337772615822,131.23759283328172,260.66844915682987,19.58043775136942,341.914258494159,0.7003600597381592,0
3.0,0.6,173.16766222738408,131.2375928332815,260.66844915683004,23.368708767505666,305.2770861350585,0.5840919017791748,0
3.0,0.6,200.83535246092245,131.2375928332815,254.4916024335192,23.83208159136944,275.15924404523827,0.7669479846954346,0
3.0,0.6,144.16742242987357,131.23759283328172,243.74603464944443,24.053460850592867,271.0636496238904,0.6343100070953369,0
3.0,0.6,232.3608358062241,131.2375928332815,231.4871699525437,16.71469687064438,235.62676402538867,0.5666351318359375,0
3.0,0.6,109.41000060152122,131.23759283328127,221.67131882688324,45.519280182943874,294.5443163004777,0.5513038635253906,0
3.0,0.6,270.0,131.23759283328127,217.89899599350963,0.9494979967547579,343.0,0.650109052658081,0
5.0,0.2,307.6391641937759,29.63429515590201,231.4871699525438,43.62311850260555,380.612832230785,1.0031239986419678,0
5.0,0.2,35.832577570126425,29.634295155902237,243.74603464944465,49.41076973939,382.60995899087465,0.9177021980285645,0
5.0,0.2,339.1646475390776,29.634295155902237,254.49160243351915,47.91820028343623,367.2569162503974,1.005645990371704,0
5.0,0.2,6.832337772615822,29.63429515590269,260.66844915682987,33.16530741438008,331.3492678838769,1.346668004989624,0
5.0,0.2,173.16766222738408,29.634295155902237,260.66844915683004,5.734464118676078,306.7092447663444,0.8507809638977051,0
5.0,0.2,200.83535246092245,29.634295155902237,254.4916024335192,10.176162891742399,277.61487299641516,0.8551380634307861,0
5.0,0.2,144.16742242987357,29.634295155902237,243.74603464944443,25.763474494250843,255.39017084633568,0.8845479488372803,0
5.0,0.2,232.3608358062241,29.634295155902237,231.4871699525437,31.23691663361858,256.3497046584344,0.9297289848327637,0
5.0,0.2,109.41000060152122,29.634295155902237,221.67131882688324,25.209608494957287,285.21084477688765,1.001011848449707,0
5.0,0.2,270.0,29.63429515590201,217.89899599350963,2.949497996754758,317.0,1.0387701988220215,0
